,index,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,clean_tweet,Sentiment
265,4075,1447592832663965700,1447592832663965700,1633968000000.0,2021-10-11 18:00:00,+0200,,Se va a llamar Victoria. 😢 Her name will be Victoria. 😢  https://t.co/oysFuz6PM3,en,[],[],976781233907740674,976781233907740674,lacasadepapel,La Casa de Papel,1,18,https://twitter.com/lacasadepapel/status/1447592832663965700,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1447586230934413313/img/UZ0gfha2NHrWyzWC.jpg,False,5778,102,512,,"['Casa', 'Papel']",,,,,,,[],,,,,Se va a llamar Victoria Her name will be Victoria,Neutral
266,4087,1447591285653651460,1447591285653651460,1633967632000.0,2021-10-11 17:53:52,+0200,,When people tell me they watch Casa de Papel in English 😵‍💫,en,[],[],28827028,28827028,leoemerino,Leo (lay-o) 🇵🇪,1,17,https://twitter.com/leoemerino/status/1447591285653651460,[],[],0,,False,1,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,When people tell me they watch Casa de Papel in English,Neutral
267,4091,1447590833574891522,1447590833574891522,1633967524000.0,2021-10-11 17:52:04,+0200,,"AND WHY ARE PEOPLE GETTING MAD BECAUSE IN SPAIN MONEY HEIST IS CALLED ""La Casa de Papel""? THAT'S THE ORIGINAL TITLE",en,[],[],1295545864954552320,1295545864954552320,Moka_Tora_,Tora ♡'s Hanako,1,17,https://twitter.com/Moka_Tora_/status/1447590833574891522,[],[],0,,False,2,1,0,https://twitter.com/Moka_Tora_/status/1447585837177360387,"['Casa', 'Papel']",,,,,,,[],,,,,AND WHY ARE PEOPLE GETTING MAD BECAUSE IN SPAIN MONEY HEIST IS CALLED La Casa de Papel THAT S THE ORIGINAL TITLE,Negative
268,4093,1447590411913080834,1447590411913080834,1633967423000.0,2021-10-11 17:50:23,+0200,,@OmarRudberg i just finished season one of la casa de papel and I'm obsessed,en,[],[],1070365026186342401,1070365026186342401,berti6205,berti6205,1,17,https://twitter.com/berti6205/status/1447590411913080834,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,i just finished season one of la casa de papel and I m obsessed,Negative
269,4105,1447588934876385286,1447588934876385286,1633967071000.0,2021-10-11 17:44:31,+0200,,So....this Halloween half of the people will be dressed as Casa de Papel characters and the other half as SquidGame....hm....,en,[],[],1145228780,1145228780,BunnyDarkside,月の姫,1,17,https://twitter.com/BunnyDarkside/status/1447588934876385286,[],[],0,,False,2,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,So this Halloween half of the people will be dressed as Casa de Papel characters and the other half as SquidGame hm,Negative
270,4144,1447582473072828420,1447582473072828420,1633965531000.0,2021-10-11 17:18:51,+0200,,"I always avoided watching those super hyped shows like GoT, Casa de Papel, Stranger things etc.  I never felt attracted by them for some reason, maybe it was the general hype.  For the first time, I broke this pattern and watched Squid Game Damn, I don't regret this even 1% 🤐🤐",en,[],[],1243629190328582151,1243629190328582151,CatalinGhita4,⚡ Catalin Ghita,1,17,https://twitter.com/CatalinGhita4/status/1447582473072828420,[],[],0,,False,9,3,1,,"['Casa', 'Papel']",,,,,,,[],,,,,I always avoided watching those super hyped shows like GoT Casa de Papel Stranger things etc I never felt attracted by them for some reason maybe it was the general hype For the first time I broke this pattern and watched Squid Game Damn I don t regret this even 1,Positive
271,4157,1447580005521928192,1447580005521928192,1633964942000.0,2021-10-11 17:09:02,+0200,,squid game is the new la casa de papel,en,[],[],1276958140328816640,1276958140328816640,severnni,Severní,1,17,https://twitter.com/severnni/status/1447580005521928192,[],[],0,,False,15,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,squid game is the new la casa de papel,Negative
272,4167,1447578647322406914,1447578647322406914,1633964618000.0,2021-10-11 17:03:38,+0200,,"Yall call ""La Casa de Papel"" Money Heist, shut up!  https://t.co/oyuaZTB3Qj",en,[],[],1115089091228520449,1115089091228520449,musik_44,Mu$ik⁷,1,17,https://twitter.com/musik_44/status/1447578647322406914,[],['https://pbs.twimg.com/media/FBbVG3YXsAI-jyU.jpg'],1,https://pbs.twimg.com/media/FBbVG3YXsAI-jyU.jpg,False,0,1,0,https://twitter.com/vlavivlava/status/1446841156650905601,"['Casa', 'Papel']",,,,,,,[],,,,,Yall call La Casa de Papel Money Heist shut up,Neutral
273,4192,1447574971631427584,1447574971631427584,1633963742000.0,2021-10-11 16:49:02,+0200,,I've just watched episode S05 | E03 of La casa de papel!  https://t.co/XRlKXU4u1V #tvtime  https://t.co/aDVDr19KYB,en,['tvtime'],[],359305312,359305312,javipiti44,javi. p,1,16,https://twitter.com/javipiti44/status/1447574971631427584,['https://tvtime.com/r/1ZjK9'],['https://pbs.twimg.com/media/FBbRxAgXoAISPwB.jpg'],1,https://pbs.twimg.com/media/FBbRxAgXoAISPwB.jpg,False,0,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,I ve just watched episode S05 E03 of La casa de papel tvtime,Neutral
274,4195,1447574854765514755,1447566224326529026,1633963714000.0,2021-10-11 16:48:34,+0200,,@reospositivepov 1. Dark 2. Squid game 3. Papel de casa 4. Sarced games  5. Chestnut man,en,[],[],1320287392566333440,1320287392566333440,HFleapit,House of Fleapit,1,16,https://twitter.com/HFleapit/status/1447574854765514755,[],[],0,,False,1,0,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'reospositivepov', 'name': 'Reosident Evil', 'id': '1026853446283145220'}]",,,,,1 Dark 2 Squid game 3 Papel de casa 4 Sarced games 5 Chestnut man,Negative
275,4199,1447573725466005507,1447573725466005507,1633963445000.0,2021-10-11 16:44:05,+0200,,"Featured Art of the Day: ""Dali mask casa de Papel portrait"". Buy it at:  https://t.co/veG3KrH5SG  https://t.co/OQ6j4h4adF",en,[],[],1277852408102768640,1277852408102768640,HoumousTarama,tarama houmous,1,16,https://twitter.com/HoumousTarama/status/1447573725466005507,['https://www.ArtPal.com/taramahoumous?i=178661-31'],['https://pbs.twimg.com/media/FBbQofbXMAkDV_x.jpg'],1,https://pbs.twimg.com/media/FBbQofbXMAkDV_x.jpg,False,0,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,Featured Art of the Day Dali mask casa de Papel portrait Buy it at,Neutral
276,4213,1447571905440067592,1447284796246347778,1633963011000.0,2021-10-11 16:36:51,+0200,,@Architecta @Miroslav_Kovach Bed Serbs and one Rus,en,[],[],1433484314101039110,1433484314101039110,Ninko63587852,La Casa de Papel,1,16,https://twitter.com/Ninko63587852/status/1447571905440067592,[],[],0,,False,1,0,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'Architecta', 'name': 'Hari Ploter', 'id': '46612092'}, {'screen_name': 'Miroslav_Kovach', 'name': 'Vojvodina u ❤️', 'id': '1042656798'}]",,,,,Kovach Bed Serbs and one Rus,Neutral
277,4220,1447570530278723591,1447570530278723591,1633962683000.0,2021-10-11 16:31:23,+0200,,This statement is the best thing on my TL today,en,[],[],718297970731524096,718297970731524096,hotxool,La Casa Di Papel,1,16,https://twitter.com/hotxool/status/1447570530278723591,[],[],0,,False,1,0,0,https://twitter.com/bbmhlanga/status/1447555833068392458,"['Casa', 'Papel']",,,,,,,[],,,,,This statement is the best thing on my TL today,Positive
278,4221,1447570405150105607,1447570405150105607,1633962653000.0,2021-10-11 16:30:53,+0200,,Listening to Bella Ciao because I cant bring myself to finish 'La Casa de Papel',en,[],[],3124551074,3124551074,irishfoxer,Ahlveh 👻🎃🧟‍♀️,1,16,https://twitter.com/irishfoxer/status/1447570405150105607,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,Listening to Bella Ciao because I cant bring myself to finish La Casa de Papel,Neutral
279,4225,1447570099968294913,1447430494166073345,1633962581000.0,2021-10-11 16:29:41,+0200,,@tanavine @metsbarmby @OfficialDynamos @Arsenal @amaradzike @moremoyo18 @stanleykwenda @BukayoSaka87 @manujalai @RuvimboNyamaku1 @cepho13 @ChawapiwaTalent @GodknowsMurwira @MAJESA17 @AfcSeb1 @solo2029 @mashoko_ATM @CastleLagerPSL The Only Team that managed an all season unbeaten run,en,[],[],718297970731524096,718297970731524096,hotxool,La Casa Di Papel,1,16,https://twitter.com/hotxool/status/1447570099968294913,[],[],0,,False,2,1,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'tanavine', 'name': 'irvine', 'id': '114395905'}, {'screen_name': 'metsbarmby', 'name': 'Martin Changachirere', 'id': '2795886557'}, {'screen_name': 'OfficialDynamos', 'name': 'Dynamos Football Club', 'id': '1275766133136728065'}, {'screen_name': 'Arsenal', 'name': 'Arsenal', 'id': '34613288'}, {'screen_name': 'amaradzike', 'name': 'Allen', 'id': '705112472'}, {'screen_name': 'moremoyo18', 'name': 'More Moyo', 'id': '403231237'}, {'screen_name': 'stanleykwenda', 'name': 'stanley kwenda', 'id': '80686351'}, {'screen_name': 'BukayoSaka87', 'name': 'Bukayo Saka', 'id': '1038874580956442625'}, {'screen_name': 'manujalai', 'name': 'EmmanuelJalai', 'id': '811206047188684800'}, {'screen_name': 'RuvimboNyamaku1', 'name': 'Ruvimbo Nyamakura', 'id': '1087746090433212418'}, {'screen_name': 'cepho13', 'name': 'Cephas Chimedza', 'id': '830695160'}, {'screen_name': 'ChawapiwaTalent', 'name': 'Talent Chawapiwa', 'id': '1139135539280535554'}, {'screen_name': 'GodknowsMurwira', 'name': 'Godknows Murwira', 'id': '1168056793941061632'}, {'screen_name': 'MAJESA17', 'name': 'MAJESAACADEMY', 'id': '1392663486312890369'}, {'screen_name': 'AfcSeb1', 'name': 'Seb', 'id': '1406692306644836355'}, {'screen_name': 'solo2029', 'name': 'Solomon Chingono 📸🇿🇼', 'id': '72835253'}, {'screen_name': 'mashoko_ATM', 'name': 'Albert Mashoko', 'id': '986927521856917507'}, {'screen_name': 'CastleLagerPSL', 'name': 'Castle Lager PSL ZW', 'id': '2336693646'}]",,,,,ATM The Only Team that managed an all season unbeaten run,Neutral
280,4255,1447565431053619205,1447565105575645199,1633961467000.0,2021-10-11 16:11:07,+0200,,"some ppl also tend to forget how much it takes to do a production like this, it has been in the works since 2009,,, theres casting, set, effects, SO MANY LAYERS and just bc ur unsatisfied with the ending u want a season 2!??! GO WATCH LA CASA DE PAPEL THEN",en,[],[],1656719912,1656719912,camiilicy,CAMI 🐿✨🇵🇪 COMMISSIONS OPEN 🌻,1,16,https://twitter.com/camiilicy/status/1447565431053619205,[],[],0,,False,13,0,1,,"['Casa', 'Papel']",,,,,,,[],,,,,some ppl also tend to forget how much it takes to do a production like this it has been in the works since 2009 theres casting set effects SO MANY LAYERS and just bc ur unsatisfied with the ending u want a season 2 GO WATCH LA CASA DE PAPEL THEN,Positive
281,4260,1447564725227819008,1447564725227819008,1633961299000.0,2021-10-11 16:08:19,+0200,,Any other studio but Netflix would have blocked the American release of Squid Game to make an inferior American version and honestly probably the same with La Casa De Papel.  One of Netflix biggest achievements is popularizing foreign film/TV Shows.,en,[],[],866135761778753536,866135761778753536,feoflvco,El Flvco,1,16,https://twitter.com/feoflvco/status/1447564725227819008,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,Any other studio but Netflix would have blocked the American release of Squid Game to make an inferior American version and honestly probably the same with La Casa De Papel One of Netflix biggest achievements is popularizing foreign film TV Shows,Negative
282,4264,1447563893589561349,1447563893589561349,1633961101000.0,2021-10-11 16:05:01,+0200,,"The Spanish language series with the highest travelability (the global demand for a TV show relative to its home market) is ""La Casa de Papel"". Over the past year its travelability has been 59.0 times greater than the global average. More here:  https://t.co/C00uYZYxMY  https://t.co/tU5NkPcbMy",en,[],[],1107802028,1107802028,ParrotAnalytics,Parrot Analytics,1,16,https://twitter.com/ParrotAnalytics/status/1447563893589561349,['https://hubs.ly/H0Z4Thp0'],['https://pbs.twimg.com/media/FBbHsC3X0AY40HA.png'],1,https://pbs.twimg.com/media/FBbHsC3X0AY40HA.png,False,4,0,4,,"['Casa', 'Papel']",,,,,,,[],,,,,The Spanish language series with the highest travelability the global demand for a TV show relative to its home market is La Casa de Papel Over the past year its travelability has been 59 0 times greater than the global average More here,Positive
283,4281,1447560426196242435,1447237734721011720,1633960274000.0,2021-10-11 15:51:14,+0200,,"@Sauxy Out of these, Squid Game. It really isn't that good it's just a gory korean Battle Royale dorama with a very strange and confusing story outside the game.  Ps. Calling it Money Heist hurts my brain, it's called La Casa de Papel.",en,[],[],1067504096796643328,1067504096796643328,Dinozonas,Dinozonas,1,15,https://twitter.com/Dinozonas/status/1447560426196242435,[],[],0,,False,1,1,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'Sauxy', 'name': 'MSF Sauxy', 'id': '738331712749481984'}]",,,,,Out of these Squid Game It really isn t that good it s just a gory korean Battle Royale dorama with a very strange and confusing story outside the game Ps Calling it Money Heist hurts my brain it s called La Casa de Papel,Negative
284,4293,1447558124479651843,1447558124479651843,1633959725000.0,2021-10-11 15:42:05,+0200,,i watched ask 101 squid game and finished casa de papel anything else left su an,en,[],[],1213275793264005123,1213275793264005123,keremsfavfilter,V’,1,15,https://twitter.com/keremsfavfilter/status/1447558124479651843,[],[],0,,False,19,8,0,,"['Casa', 'Papel']",,,,,,,[],,,,,i watched ask 101 squid game and finished casa de papel anything else left su an,Negative
285,4322,1447552548454473731,1447552548454473731,1633958396000.0,2021-10-11 15:19:56,+0200,,watching la casa de papel actually works out better and better. i guess it was a good idea to watch it to improve my listening comprehension,en,[],[],809415464,809415464,ladykelsier,isabell,1,15,https://twitter.com/ladykelsier/status/1447552548454473731,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,watching la casa de papel actually works out better and better i guess it was a good idea to watch it to improve my listening comprehension,Positive
286,4349,1447548191453417476,1447548191453417476,1633957357000.0,2021-10-11 15:02:37,+0200,,You suggest to them Breaking Bad or Game of thrones.  And they be like “I don’t like violent shows”   Then proceed to watch “Squid Game and La Casa de Papel” and say that it’s their favourite shows 🌚,en,[],[],71645307,71645307,EA_pro,👑TIGER🐯O Inocente!,1,15,https://twitter.com/EA_pro/status/1447548191453417476,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,You suggest to them Breaking Bad or Game of thrones And they be like I don t like violent shows Then proceed to watch Squid Game and La Casa de Papel and say that it s their favourite shows,Negative
287,4353,1447546821807591438,1447546821807591438,1633957031000.0,2021-10-11 14:57:11,+0200,,Honestly Money Heist is such a dumb translation for La casa de papel,en,[],[],1349305558009044994,1349305558009044994,foryoungr,ian - yrs2,1,14,https://twitter.com/foryoungr/status/1447546821807591438,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,Honestly Money Heist is such a dumb translation for La casa de papel,Positive
288,4384,1447539492789923843,1447237734721011720,1633955283000.0,2021-10-11 14:28:03,+0200,,"@Sauxy la casa de papel is the best show known to man kind, outer banks is decent. But squid games is shitty",en,[],[],891365817262198785,891365817262198785,RelaxFocus_,OTF Maine,1,14,https://twitter.com/RelaxFocus_/status/1447539492789923843,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'Sauxy', 'name': 'MSF Sauxy', 'id': '738331712749481984'}]",,,,,la casa de papel is the best show known to man kind outer banks is decent But squid games is shitty,Positive
289,4398,1447536803972591616,1447430494166073345,1633954642000.0,2021-10-11 14:17:22,+0200,,"@paul12683 @metsbarmby @DannyChax @OfficialDynamos @Arsenal @amaradzike @moremoyo18 @stanleykwenda @BukayoSaka87 @manujalai @RuvimboNyamaku1 @cepho13 @ChawapiwaTalent @GodknowsMurwira @MAJESA17 @AfcSeb1 @solo2029 @mashoko_ATM @CastleLagerPSL It can be a good project kana vakave a bit patient cz what I know is, in football, success is not instant cz pane mamwe mateams agara akadziya kare saka panoda time",en,[],[],718297970731524096,718297970731524096,hotxool,La Casa Di Papel,1,14,https://twitter.com/hotxool/status/1447536803972591616,[],[],0,,False,1,0,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'paul12683', 'name': 'Paul Zulu', 'id': '724302062482259968'}, {'screen_name': 'metsbarmby', 'name': 'Martin Changachirere', 'id': '2795886557'}, {'screen_name': 'DannyChax', 'name': 'Gurundoro.', 'id': '150261516'}, {'screen_name': 'OfficialDynamos', 'name': 'Dynamos Football Club', 'id': '1275766133136728065'}, {'screen_name': 'Arsenal', 'name': 'Arsenal', 'id': '34613288'}, {'screen_name': 'amaradzike', 'name': 'Allen', 'id': '705112472'}, {'screen_name': 'moremoyo18', 'name': 'More Moyo', 'id': '403231237'}, {'screen_name': 'stanleykwenda', 'name': 'stanley kwenda', 'id': '80686351'}, {'screen_name': 'BukayoSaka87', 'name': 'Bukayo Saka', 'id': '1038874580956442625'}, {'screen_name': 'manujalai', 'name': 'EmmanuelJalai', 'id': '811206047188684800'}, {'screen_name': 'RuvimboNyamaku1', 'name': 'Ruvimbo Nyamakura', 'id': '1087746090433212418'}, {'screen_name': 'cepho13', 'name': 'Cephas Chimedza', 'id': '830695160'}, {'screen_name': 'ChawapiwaTalent', 'name': 'Talent Chawapiwa', 'id': '1139135539280535554'}, {'screen_name': 'GodknowsMurwira', 'name': 'Godknows Murwira', 'id': '1168056793941061632'}, {'screen_name': 'MAJESA17', 'name': 'MAJESAACADEMY', 'id': '1392663486312890369'}, {'screen_name': 'AfcSeb1', 'name': 'Seb', 'id': '1406692306644836355'}, {'screen_name': 'solo2029', 'name': 'Solomon Chingono 📸🇿🇼', 'id': '72835253'}, {'screen_name': 'mashoko_ATM', 'name': 'Albert Mashoko', 'id': '986927521856917507'}, {'screen_name': 'CastleLagerPSL', 'name': 'Castle Lager PSL ZW', 'id': '2336693646'}]",,,,,ATM It can be a good project kana vakave a bit patient cz what I know is in football success is not instant cz pane mamwe mateams agara akadziya kare saka panoda time,Positive
290,4406,1447535149885890562,1447535149885890562,1633954248000.0,2021-10-11 14:10:48,+0200,,omg there will be korean version of la casa de papel,en,[],[],1376167126248128519,1376167126248128519,lwtshrt,tori !! jun-ho’s gf,1,14,https://twitter.com/lwtshrt/status/1447535149885890562,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,omg there will be korean version of la casa de papel,Neutral
291,4416,1447533069565665281,1447334338610307079,1633953752000.0,2021-10-11 14:02:32,+0200,,@VFXRUSTY Niggas saying casa de papel are trippin,en,[],[],1309191646236618752,1309191646236618752,Jacmon_,Jakk,1,14,https://twitter.com/Jacmon_/status/1447533069565665281,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'VFXRUSTY', 'name': 'Rusty', 'id': '1340788843675590662'}]",,,,,Niggas saying casa de papel are trippin,Neutral
292,4417,1447532847301107712,1447532847301107712,1633953699000.0,2021-10-11 14:01:39,+0200,,"Το Game of Thrones,Elite,La casa de papel arr completely normal and y'all mad about Squid Game. Stay mad sisters",en,[],[],795915514501623809,795915514501623809,woosansparkles,Don't let your mood become your attitude - IM,1,14,https://twitter.com/woosansparkles/status/1447532847301107712,[],[],0,,False,6,1,0,,"['Casa', 'Papel']",,,,,,,[],,,,,Game of Thrones Elite La casa de papel arr completely normal and y all mad about Squid Game Stay mad sisters,Negative
293,4418,1447532561337622529,1447526305377968132,1633953631000.0,2021-10-11 14:00:31,+0200,,@HansenKenn La Casa de Papel (Money Heist) True Detective How I Met Your Mother,en,[],[],104127408,104127408,TobiasDinnesen,Tobias Dinnesen,1,14,https://twitter.com/TobiasDinnesen/status/1447532561337622529,[],[],0,,False,1,0,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'HansenKenn', 'name': 'Kenn L. Hansen', 'id': '3896724267'}]",,,,,La Casa de Papel Money Heist True Detective How I Met Your Mother,Positive
294,4459,1447522132116840448,1447430494166073345,1633951144000.0,2021-10-11 13:19:04,+0200,,@metsbarmby @DannyChax @paul12683 @OfficialDynamos @Arsenal @amaradzike @moremoyo18 @stanleykwenda @BukayoSaka87 @manujalai @RuvimboNyamaku1 @cepho13 @ChawapiwaTalent @GodknowsMurwira @MAJESA17 @AfcSeb1 @solo2029 @mashoko_ATM @CastleLagerPSL Rumours has it that Steve Bruce will be firced to resign in the few coming weeks.  The pressures of managing One Of The Richest Team.. Loo,en,[],[],718297970731524096,718297970731524096,hotxool,La Casa Di Papel,1,13,https://twitter.com/hotxool/status/1447522132116840448,[],[],0,,False,2,1,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'metsbarmby', 'name': 'Martin Changachirere', 'id': '2795886557'}, {'screen_name': 'DannyChax', 'name': 'Gurundoro.', 'id': '150261516'}, {'screen_name': 'paul12683', 'name': 'Paul Zulu', 'id': '724302062482259968'}, {'screen_name': 'OfficialDynamos', 'name': 'Dynamos Football Club', 'id': '1275766133136728065'}, {'screen_name': 'Arsenal', 'name': 'Arsenal', 'id': '34613288'}, {'screen_name': 'amaradzike', 'name': 'Allen', 'id': '705112472'}, {'screen_name': 'moremoyo18', 'name': 'More Moyo', 'id': '403231237'}, {'screen_name': 'stanleykwenda', 'name': 'stanley kwenda', 'id': '80686351'}, {'screen_name': 'BukayoSaka87', 'name': 'Bukayo Saka', 'id': '1038874580956442625'}, {'screen_name': 'manujalai', 'name': 'EmmanuelJalai', 'id': '811206047188684800'}, {'screen_name': 'RuvimboNyamaku1', 'name': 'Ruvimbo Nyamakura', 'id': '1087746090433212418'}, {'screen_name': 'cepho13', 'name': 'Cephas Chimedza', 'id': '830695160'}, {'screen_name': 'ChawapiwaTalent', 'name': 'Talent Chawapiwa', 'id': '1139135539280535554'}, {'screen_name': 'GodknowsMurwira', 'name': 'Godknows Murwira', 'id': '1168056793941061632'}, {'screen_name': 'MAJESA17', 'name': 'MAJESAACADEMY', 'id': '1392663486312890369'}, {'screen_name': 'AfcSeb1', 'name': 'Seb', 'id': '1406692306644836355'}, {'screen_name': 'solo2029', 'name': 'Solomon Chingono 📸🇿🇼', 'id': '72835253'}, {'screen_name': 'mashoko_ATM', 'name': 'Albert Mashoko', 'id': '986927521856917507'}, {'screen_name': 'CastleLagerPSL', 'name': 'Castle Lager PSL ZW', 'id': '2336693646'}]",,,,,ATM Rumours has it that Steve Bruce will be firced to resign in the few coming weeks The pressures of managing One Of The Richest Team Loo,Negative
295,4468,1447519880345841667,1447354005949063170,1633950607000.0,2021-10-11 13:10:07,+0200,,@2BDrawn May I recommend that you watch La Casa de Papel?,en,[],[],1308635757154713605,1308635757154713605,LaniusNox,🌜𝘾𝙤𝙣𝙣𝙞𝙚_𝙁𝙉🌛 || 𝙍𝙚𝙦𝙪𝙚𝙨𝙩𝙨 𝙊𝙥𝙚𝙣,1,13,https://twitter.com/LaniusNox/status/1447519880345841667,[],[],0,,False,1,1,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': '2BDrawn', 'name': 'Shitty 2B Doodles', 'id': '1429316076211515396'}]",,,,,May I recommend that you watch La Casa de Papel,Neutral
296,4477,1447516598605074435,1447516598605074435,1633949825000.0,2021-10-11 12:57:05,+0200,,I don't wanna go to work,en,[],[],944809383627837446,944809383627837446,Kspenc2,La Casa de Papel,1,12,https://twitter.com/Kspenc2/status/1447516598605074435,[],[],0,,False,2,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,I don t wanna go to work,Neutral
297,4482,1447514402035539969,1447514402035539969,1633949301000.0,2021-10-11 12:48:21,+0200,,"""Your Love"" - Love scene music from La Casa De Papel - Kosinus  https://t.co/b6OLM8euIA via @YouTube ☯️💟🎋",en,[],[],1214962836893503488,1214962836893503488,amirk55,Amir,1,12,https://twitter.com/amirk55/status/1447514402035539969,['https://youtu.be/dhTpttPO1hE'],[],0,,False,1,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,Your Love Love scene music from La Casa De Papel Kosinus via,Positive
298,4506,1447505481845678086,1446841156650905601,1633947174000.0,2021-10-11 12:12:54,+0200,,@vlavivlava @ArtOfNe @Albagarnie La casa de papel is an spanish serie! Money heist its not the real name! /nm,en,[],[],729323770394103809,729323770394103809,rawruwu_0,ᴋɪᴡɪ💜🎗,1,12,https://twitter.com/rawruwu_0/status/1447505481845678086,[],[],0,,False,4,0,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'vlavivlava', 'name': 'Frank 🌈', 'id': '177601492'}, {'screen_name': 'ArtOfNe', 'name': '🎃🦇 Ne 👻🕷️// Halloween commissions open! 🎃', 'id': '3739421303'}, {'screen_name': 'Albagarnie', 'name': '🎃', 'id': '755804192'}]",,,,,La casa de papel is an spanish serie Money heist its not the real name nm,Positive
299,4542,1447493910167707650,1447341872360443905,1633944415000.0,2021-10-11 11:26:55,+0200,,@Ceice La casa de Papel is 10x better than squid game and outer banks. Idk i think Squid Gane has to go. Its just not as hyped as some people make it out to be,en,[],[],1183791892389081088,1183791892389081088,DarknezzNL,Darknezz,1,11,https://twitter.com/DarknezzNL/status/1447493910167707650,[],[],0,,False,2,0,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'Ceice', 'name': 'XSET Ceice', 'id': '273067760'}]",,,,,La casa de Papel is 10x better than squid game and outer banks Idk i think Squid Gane has to go Its just not as hyped as some people make it out to be,Positive
300,4549,1447490679546859531,1447490679546859531,1633943645000.0,2021-10-11 11:14:05,+0200,,Lisa giving us Tokyo vibes from la casa de papel like bitch I'm serving 🤟,en,[],[],1358461669446279168,1358461669446279168,lalala_monalisa,Pranpriya,1,11,https://twitter.com/lalala_monalisa/status/1447490679546859531,[],[],0,,False,1,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,Lisa giving us Tokyo vibes from la casa de papel like bitch I m serving,Neutral
301,4563,1447488323455422464,1447237734721011720,1633943084000.0,2021-10-11 11:04:44,+0200,,@Sauxy Squid game is good but not that good as outer banks and la casa de papel,en,[],[],1038851423767814144,1038851423767814144,feernaandessss,fernandes,1,11,https://twitter.com/feernaandessss/status/1447488323455422464,[],[],0,,False,4,0,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'Sauxy', 'name': 'MSF Sauxy', 'id': '738331712749481984'}]",,,,,Squid game is good but not that good as outer banks and la casa de papel,Positive
302,4567,1447487860551081986,1447302187093200896,1633942973000.0,2021-10-11 11:02:53,+0200,,"@emmachamberln book/show/movie recs: book- people we meet on vacation &amp; it ends with us (check tw) show- la casa de papel, movie- SHREK fav stores to shop at- pull&amp;bear, stradivarius, h&amp;m",en,[],[],1393726028066050059,1393726028066050059,muniiel,mun | LOVE U EM,1,11,https://twitter.com/muniiel/status/1447487860551081986,[],[],0,,False,2,1,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'emmachamberln', 'name': 'kyra🎃', 'id': '1426969947251560448'}]",,,,,book show movie recs book people we meet on vacation amp it ends with us check tw show la casa de papel movie SHREK fav stores to shop at pull amp bear stradivarius h amp m,Neutral
303,4573,1447486676708773889,1447304610964774916,1633942691000.0,2021-10-11 10:58:11,+0200,,"@HumansNoContext He’s an actor from “La casa de papel” whos characer’s name is “Professor”. So the comment is asking :“can i go to the toilet, professor?” to his personal ig account.",en,[],[],798642037763538944,798642037763538944,LeonidasTheBird,Angry Bird,1,10,https://twitter.com/LeonidasTheBird/status/1447486676708773889,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'HumansNoContext', 'name': 'No Context Humans', 'id': '855300206086168576'}]",,,,,He s an actor from La casa de papel whos characer s name is Professor So the comment is asking can i go to the toilet professor to his personal ig account,Negative
